symbol,sector,Ask,Ask.Size,Average.Daily.Volume,Bid,Bid.Size,Book.Value,Change,Change.From.200.day.Moving.Average,Change.From.50.day.Moving.Average,Change.From.52.week.High,Change.From.52.week.Low,Change.in.Percent,Currency,Days.High,Days.Low,Days.Range,Dividend.Pay.Date,Dividend.per.Share,Dividend.Yield,EBITDA,EPS,EPS.Estimate.Current.Year,EPS.Estimate.Next.Quarter,EPS.Estimate.Next.Year,Ex.Dividend.Date,Float.Shares,High.52.week,Last.Trade.Date,Last.Trade.Price.Only,Last.Trade.Size,Last.Trade.With.Time,Low.52.week,Market.Capitalization,Moving.Average.200.day,Moving.Average.50.day,Name,Open,PE.Ratio,PEG.Ratio,Percent.Change.From.200.day.Moving.Average,Percent.Change.From.50.day.Moving.Average,Percent.Change.From.52.week.High,Percent.Change.From.52.week.Low,Previous.Close,Price.to.Book,Price.to.EPS.Estimate.Current.Year,Price.to.EPS.Estimate.Next.Year,Price.to.Sales,Range.52.week,Revenue,Shares.Outstanding,Short.Ratio,Stock.Exchange,Target.Price.1.yr.,Volume,Return.Avg.50.day
BCOR,Technology,19,900,443515,18.95,400,9.966,0.175,3.767,1.726,-0.125,11.505,0.00931,USD,19.1,18.65,18.650 - 19.100,NA,0,0,7.83E+07,-1.571,1.22,0.61,1.56,1/9/08,3.93E+07,19.1,5/2/17,18.975,100,12:09pm - <b>18.975</b>,7.47,7.99E+08,15.208,17.249,"Blucora, Inc.",18.75,NA,0.75,0.24769,0.10009,-0.00654,1.54016,18.8,1.886,15.553,12.163,1.735,7.470 - 19.100,4.56E+08,4.21E+07,6.73,NMS,20.75,243440,0.003871896
BCOV,Technology,8.7,900,208798,8.65,600,2.3,0.1,0.17,0.2,-5.1,2.87,0.0116,USD,8.75,8.57,8.57 - 8.75,NA,NA,NA,-1.01E+06,-0.3,0.08,0,0.14,NA,3.35E+07,13.8,5/2/17,8.7,100,12:04pm - <b>8.70</b>,5.83,2.96E+08,8.53,8.5,Brightcove Inc.,8.6,NA,7.17,0.0196,0.024,-0.3696,0.4923,8.6,3.74,108.75,62.14,1.95,5.83 - 13.80,1.50E+08,3.41E+07,1.71,NMS,14.2,14133,0.003191789
BCPC,Basic Industries,80.65,300,113484,80.46,100,16.41,-1.7,-0.83,-0.15,-9.01,23.89,-0.0207,USD,82.28,80.49,80.49 - 82.28,1/20/17,0.38,0.47,1.37E+08,1.75,2.59,0.63,2.8,12/22/16,3.14E+07,89.5,5/2/17,80.49,100,12:08pm - <b>80.49</b>,56.6,2.56E+09,81.32,80.64,Balchem Corporation,82.25,45.99,1.32,-0.0102,-0.0018,-0.1007,0.4221,82.19,5.01,31.08,28.75,4.72,56.60 - 89.50,5.53E+08,3.18E+07,9.38,NMS,76.67,28743,-6.08E-04
BCRX,Health Care,6.62,1700,1764950,6.61,400,0.021,-0.215,0.303,-1.05,-2.635,4.125,-0.03148,USD,6.83,6.49,6.490 - 6.830,NA,NA,NA,-4.81E+07,-0.748,-0.68,-0.17,-0.7,NA,5.23E+07,9.25,5/2/17,6.615,100,12:08pm - <b>6.615</b>,2.49,4.89E+08,6.312,7.665,"BioCryst Pharmaceuticals, Inc.",6.79,NA,-0.47,0.04793,-0.13703,-0.28486,1.65663,6.83,325.238,NA,NA,19.167,2.490 - 9.250,2.64E+07,7.40E+07,3.6,NMS,8.38,528182,1.40E-04
BDSI,Health Care,1.75,24400,442570,1.7,25100,-0.33,-0.04,-0.21,-0.1,-1.39,0.21,-0.0229,USD,2,1.7,1.70 - 2.00,NA,NA,NA,-6.25E+07,-1.25,-0.52,-0.22,-0.64,NA,4.35E+07,3.1,5/2/17,1.71,1.00E+03,12:09pm - <b>1.71</b>,1.5,9.37E+07,1.92,1.81,BioDelivery Sciences Internatio,1.95,NA,-0.13,-0.1086,-0.0539,-0.4484,0.14,1.75,NA,NA,NA,6.65,1.50 - 3.10,1.44E+07,5.48E+07,10.62,NCM,3.79,2132544,5.46E-05
BEAT,Health Care,33.5,300,427287,33.4,500,4.91,-0.3,9.9,4.19,-0.55,19.05,-0.0089,USD,34,33.3,33.30 - 34.00,NA,NA,NA,4.09E+07,1.75,0.95,0.22,1.15,NA,2.76E+07,34,5/2/17,33.45,100,12:09pm - <b>33.45</b>,14.4,9.49E+08,23.55,29.26,"BioTelemetry, Inc.",33.95,19.11,1.62,0.4205,0.1432,-0.0162,1.3229,33.75,6.87,35.21,29.09,4.83,14.40 - 34.00,1.98E+08,2.84E+07,1.79,NMS,36.33,223578,0.005961009
BEBE,Consumer Non-Durables,3.81,700,79956,3.78,4300,14.35,-0.06,-1.46,-0.52,-5.29,0.79,-0.0155,USD,3.86,3.77,3.77 - 3.86,3/19/15,0,0,-1.51E+07,-2.23,-0.47,0,-0.24,3/3/15,2.06E+06,9.1,5/2/17,3.81,100,11:54am - <b>3.81</b>,3.02,3.07E+07,5.27,4.33,"bebe stores, inc.",3.84,NA,0,-0.2774,-0.1199,-0.5813,0.2616,3.87,0.27,NA,NA,0.09,3.02 - 9.10,3.64E+08,8.07E+06,8,NCM,6,14762,-0.004398108
BECN,Consumer Services,49.32,100,400270,49.28,100,22.486,-0.326,3.048,-0.065,-2.836,9.784,-0.00657,USD,49.86,49.17,49.170 - 49.860,NA,NA,NA,3.65E+08,1.697,2.35,0.9,2.68,NA,5.99E+07,52.12,5/2/17,49.284,100,12:09pm - <b>49.284</b>,39.5,2.96E+09,46.236,49.349,"Beacon Roofing Supply, Inc.",49.64,29.042,1.41,0.06592,-0.00132,-0.05441,0.2477,49.61,2.206,20.972,18.39,0.718,39.500 - 52.120,4150000000,6.01E+07,3.87,NMS,51.25,73638,0.001740737
BELFA,Capital Goods,21.57,100,1782,19.96,100,13.174,0,-0.367,1.742,-4.401,9.229,0,USD,NA,NA,NA,5/1/17,0.24,1.15,5.07E+07,-5.437,1.5,0,NA,4/11/17,1.11E+07,26.97,5/1/17,22.569,NA,9:35am - <b>22.569</b>,13.34,2.71E+08,22.936,20.827,Bel Fuse Inc.,22.13,NA,0,-0.01599,0.08366,-0.16318,0.69183,22.569,1.713,NA,NA,0.543,13.340 - 26.970,5.00E+08,1.20E+07,1.19,NMS,NA,30,-0.002012458
BELFB,Capital Goods,23.35,200,33703,23.2,300,13.174,-0.5226,-4.3812,-0.184,-10.2726,7.6974,-0.021912,USD,24.9,23.3274,23.3274 - 24.9000,5/1/17,0.28,1.16,5.07E+07,-5.437,1.48,0.36,2.18,4/11/17,1.11E+07,33.6,5/2/17,23.3274,119,11:28am - <b>23.3274</b>,15.63,2.81E+08,27.7086,23.5114,Bel Fuse Inc.,23.9,NA,0,-0.158117,-0.007826,-0.305732,0.492476,23.85,1.8104,15.7618,10.7006,0.5735,15.6300 - 33.6000,5.00E+08,1.20E+07,6.7,NMS,35,5619,-0.004925359
BGFV,Consumer Services,15.8,400,601854,15.75,2.00E+03,9.47,0.45,-0.59,0.46,-4.6,7.6,0.0294,USD,15.82,15.1,15.10 - 15.82,3/20/17,0.6,3.9,4.75E+07,0.77,1.1,0.18,1.19,3/2/17,1.95E+07,20.35,5/2/17,15.75,100,12:09pm - <b>15.75</b>,8.15,3.41E+08,16.34,15.29,Big 5 Sporting Goods Corporatio,15.35,20.45,0.93,-0.0362,0.03,-0.226,0.9313,15.3,1.62,14.32,13.24,0.32,8.15 - 20.35,1.02E+09,2.17E+07,10.17,NMS,16.4,268350,0.003018611
BGNE,Health Care,40.71,100,104852,40.64,100,9.9,0.06,6.03,2.71,-1.39,16.17,0.0015,USD,40.8,40.58,40.58 - 40.80,NA,NA,NA,-1.15E+08,-3.84,-3.82,-0.94,-3.87,NA,1.38E+07,42.09,5/2/17,40.7,100,11:59am - <b>40.70</b>,24.53,1.45E+09,34.67,37.99,"BeiGene, Ltd.",40.7,NA,0,0.1738,0.0713,-0.033,0.6592,40.64,4.11,NA,NA,1354.53,24.53 - 42.09,1.07E+06,3.57E+07,10.02,NMS,45.75,32976,2.16E-04
BIDU,Technology,179.04,100,2358140,178.99,100,39.39,-1.03,5.81,3.97,-21.97,23.75,-0.0057,USD,180.4,178.7,178.70 - 180.40,NA,NA,NA,2.73E+09,4.51,5.67,1.64,7.64,NA,2.72E+08,201,5/2/17,179.03,100,12:09pm - <b>179.03</b>,155.28,6.21E+10,173.22,175.06,"Baidu, Inc.",180,39.66,68.16,0.0335,0.0227,-0.1093,0.1529,180.06,4.57,31.57,23.43,6.01,155.28 - 201.00,1.04E+10,3.47E+08,2.21,NMS,196.33,822787,-4.23E-04
BIIB,Health Care,270.17,100,1653730,270.05,200,54.12,-0.92,-16.16,-5.12,-63.54,47.09,-0.0034,USD,273.25,269.72,269.72 - 273.25,NA,NA,NA,6.04E+09,15.97,20.52,5.35,22.63,NA,2.12E+08,333.65,5/2/17,270.11,300,12:09pm - <b>270.11</b>,223.02,5.73E+10,286.27,275.23,Biogen Inc.,271.51,16.92,2.13,-0.0564,-0.0186,-0.1904,0.2111,271.03,5.01,13.16,11.94,4.98,223.02 - 333.65,1.15E+10,2.12E+08,1.91,NMS,313.94,573879,-0.001268155
BIOC,Health Care,1.55,1100,1674900,1.54,4.00E+03,0.04,-0.04,0.08,-0.4,-1.85,0.8,-0.0253,USD,1.58,1.54,1.54 - 1.58,NA,NA,NA,-1.77E+07,-1.92,0.4,-0.21,-0.71,NA,1.76E+07,3.39,5/2/17,1.54,173,12:07pm - <b>1.54</b>,0.74,3.43E+07,1.46,1.94,"Biocept, Inc.",1.57,NA,-0.05,0.0526,-0.2064,-0.5457,1.0808,1.58,41.58,NA,NA,10.92,0.74 - 3.39,3.22E+06,2.23E+07,2.29,NCM,3,215679,-0.003453661
BIOL,Health Care,1.32,2.00E+03,76826,1.3,5100,0.33,0.01,-0.19,0.02,-0.68,0.5,0.0078,USD,1.31,1.29,1.29 - 1.31,NA,0,0,-1.39E+07,-0.29,-0.14,0,-0.11,6/24/05,3.54E+07,1.98,5/2/17,1.3,100,11:07am - <b>1.30</b>,0.8,8.78E+07,1.49,1.28,"Biolase, Inc.",1.3,NA,0,-0.1248,0.0152,-0.3434,0.625,1.29,3.94,NA,NA,1.68,0.80 - 1.98,5.18E+07,6.76E+07,32.73,NCM,2.5,15019,-0.002519061
BIOS,Health Care,1.54,4600,2107480,1.53,1600,-0.27,0.02,-0.12,-0.11,-1.9,0.55,0.0132,USD,1.54,1.5,1.50 - 1.54,NA,NA,NA,2.67E+07,-0.54,-0.36,-0.11,-0.19,NA,7.60E+07,3.43,5/2/17,1.53,100,12:09pm - <b>1.53</b>,0.98,1.85E+08,1.65,1.64,"BioScrip, Inc.",1.52,NA,-0.33,-0.072,-0.0671,-0.5539,0.5612,1.51,NA,NA,NA,0.2,0.98 - 3.43,9.36E+08,1.21E+08,5.79,NMS,2.88,211111,6.51E-04
BIVV,Health Care,57.7,100,2625160,57.61,200,5.24,-1.41,5.93,3.26,-1.87,17.63,-0.0239,USD,59.42,57.57,57.57 - 59.42,NA,NA,NA,3.51E+08,4.07,2.64,0.65,3.11,NA,9.41E+07,59.5,5/2/17,57.63,100,12:09pm - <b>57.63</b>,40,6.22E+09,51.7,54.37,Bioverativ Inc.,58.94,14.16,2.21,0.1147,0.06,-0.0314,0.4408,59.04,11.26,21.83,18.53,7.18,40.00 - 59.50,8.87E+08,1.08E+08,2.12,NMS,54,247956,0.005979904
BJRI,Consumer Services,46.3,100,352230,46.25,400,12.31,0.725,8.356,5.748,-1.275,14.035,0.01592,USD,46.65,43.65,43.650 - 46.650,NA,NA,NA,1.26E+08,1.833,1.81,0.38,2.05,NA,1.85E+07,47.55,5/2/17,46.275,200,12:08pm - <b>46.275</b>,32.24,1.01E+09,37.919,40.527,"BJ's Restaurants, Inc.",45.6,25.246,1.51,0.22035,0.14183,-0.02681,0.43533,45.55,3.7,25.566,22.573,0.988,32.240 - 47.550,1.01E+09,2.19E+07,4.67,NMS,40.2,208165,0.003974394
BKEP,Energy,7.1,4100,51866,7.05,600,12.4,-0.05,0.35,0.29,-0.45,2.31,-0.007,USD,7.15,7.05,7.05 - 7.15,5/15/17,0.58,8.29,6.30E+07,-0.87,0.08,-0.03,0.13,2/1/17,2.77E+07,7.55,5/2/17,7.1,100,12:07pm - <b>7.10</b>,4.79,2.71E+08,6.75,6.81,Blueknight Energy Partners L.P.,7.1,NA,17.38,0.0526,0.0426,-0.0596,0.4823,7.15,0.58,88.75,54.62,1.54,4.79 - 7.55,1.77E+08,3.82E+07,0.48,NGM,7.87,12745,-1.50E-04
BKEPP,Energy,8.1,200,11275,7.94,100,12.4,0.06,0.08,0.09,-0.75,1.49,0.0073,USD,8.05,7.94,7.94 - 8.05,5/15/17,0.71,8.99,6.30E+07,-0.87,NA,0,NA,2/1/17,2.77E+07,8.75,5/2/17,8,200,10:08am - <b>8.00</b>,6.51,3.05E+08,7.92,7.91,Blueknight Energy Partners L.P.,7.95,NA,0,0.0098,0.0117,-0.0857,0.2289,7.94,0.64,NA,NA,1.71,6.51 - 8.75,1.77E+08,3.82E+07,0,NGM,NA,8052,3.49E-04
BL,NA,32.49,100,186400,32.45,100,5.68,0.06,4.76,2.07,-1.23,10.82,0.0019,USD,32.79,32.16,32.16 - 32.79,NA,NA,NA,-1.64E+07,-0.92,-0.32,-0.1,-0.17,NA,2.11E+07,33.71,5/2/17,32.48,100,12:08pm - <b>32.48</b>,21.66,1.67E+09,27.72,30.41,"BlackLine, Inc.",32.53,NA,-3.38,0.1718,0.068,-0.0365,0.4995,32.42,5.7,NA,NA,13.5,21.66 - 33.71,1.23E+08,5.13E+07,3.28,NMS,32,18630,0.003067403
BLBD,Capital Goods,18.75,500,94512,18.65,500,-6.27,-0.05,2.23,1.21,-0.27,9.17,-0.0027,USD,18.85,18.65,18.65 - 18.85,NA,NA,NA,5.02E+07,-0.14,1.24,0.59,1.49,NA,7.58E+06,18.98,5/2/17,18.7,100,11:51am - <b>18.70</b>,9.53,4.31E+08,16.47,17.49,Blue Bird Corporation,18.85,NA,1.1,0.1355,0.0692,-0.0145,0.9628,18.75,NA,15.08,12.55,0.46,9.53 - 18.98,9.37E+08,2.30E+07,9.52,NGM,20.63,8370,0.002060417
BLDP,Energy,2.89,9900,1495110,2.88,300,0.71,-0.28,0.8,0.35,-0.59,1.66,-0.0883,USD,3.15,2.76,2.76 - 3.15,NA,NA,NA,-1.14E+07,-0.13,-0.05,-0.01,-0.02,NA,1.56E+08,3.48,5/2/17,2.89,199,12:09pm - <b>2.89</b>,1.23,5.05E+08,2.09,2.54,"Ballard Power Systems, Inc.",3,NA,-2113.33,0.3804,0.1387,-0.1695,1.3496,3.17,4.44,NA,NA,6.5,1.23 - 3.48,8.53E+07,1.75E+08,5.06,NGM,3,3981139,0.009816826
BLDR,Consumer Services,16.38,800,1506360,16.37,600,2.775,0.165,3.95,1.217,-0.125,7.336,0.01018,USD,16.5,16.09,16.090 - 16.500,NA,NA,NA,3.48E+08,1.27,1.06,0.37,1.46,NA,8.21E+07,16.5,5/2/17,16.375,100,12:09pm - <b>16.375</b>,9.039,1.83E+09,12.425,15.158,"Builders FirstSource, Inc.",16.3,12.894,0.7,0.31787,0.08031,-0.00758,0.81159,16.21,5.841,15.448,11.216,0.285,9.039 - 16.500,6.37E+09,1.12E+08,3.78,NMS,17.83,606434,0.005064417
BLFS,Health Care,2.03,700,56877,2.02,8800,0.246,0.0099,0.2153,-0.0258,-1.5501,0.5971,0.004901,USD,2.0299,2.02,2.0200 - 2.0299,NA,NA,NA,-4.48E+06,-0.544,-0.16,-0.04,-0.05,NA,6.33E+06,3.58,5/2/17,2.0299,100,12:08pm - <b>2.0299</b>,1.4328,2.64E+07,1.8146,2.0557,"BioLife Solutions, Inc.",2.04,NA,0,0.11863,-0.012555,-0.432989,0.416736,2.02,8.2114,NA,NA,3.1919,1.4328 - 3.5800,8.23E+06,1.30E+07,3.57,NCM,3.58,5012,5.80E-04
BLIN,Technology,0.76,5100,267290,0.75,1.00E+04,0.581,0.0024,0.0576,-0.0373,-2.7099,0.3301,0.003167,USD,0.7729,0.7502,0.7502 - 0.7729,NA,NA,NA,-1.14E+06,-0.535,-0.09,-0.02,-0.04,NA,1.42E+07,3.47,5/2/17,0.7601,100,11:52am - <b>0.7601</b>,0.43,1.59E+07,0.7025,0.7974,"Bridgeline Digital, Inc.",0.76,NA,0,0.081993,-0.046812,-0.780951,0.767674,0.7577,1.3041,NA,NA,1.0156,0.4300 - 3.4700,1.56E+07,2.10E+07,0.31,NCM,1.15,14774,0.003579461
BLKB,Technology,80.64,100,338154,80.52,200,5.34,-0.92,11.44,3.39,-1.01,24.7,-0.0113,USD,80.58,75.93,75.93 - 80.58,3/15/17,0.48,0.6,1.25E+08,0.88,2.13,0.53,2.43,2/24/17,4.55E+07,81.59,5/2/17,80.58,100,12:09pm - <b>80.58</b>,55.88,3.73E+09,69.14,77.19,"Blackbaud, Inc.",77.4,91.57,1.92,0.1655,0.0439,-0.0124,0.442,81.5,15.25,37.83,33.16,5.17,55.88 - 81.59,7.31E+08,4.63E+07,23.24,NMS,79,396820,0.001936411
BLMN,Consumer Services,21.7,200,1570380,21.69,300,1.78,-0.24,3.38,2.25,-0.46,5.88,-0.0109,USD,22.08,21.55,21.55 - 22.08,5/19/17,0.32,1.48,4.14E+08,0.46,1.43,0.2,1.52,2/23/17,1.01E+08,22.16,5/2/17,21.7,100,12:09pm - <b>21.70</b>,15.82,2.22E+09,18.32,19.45,"Bloomin' Brands, Inc.",21.96,47.17,1.32,0.1845,0.1155,-0.0208,0.3717,21.94,12.29,15.17,14.28,0.53,15.82 - 22.16,4230000000,1.02E+08,4.82,NMS,21.82,562414,0.004111576
BLUE,Health Care,89.05,200,706957,88.9,100,21.367,-1.625,16.576,0.745,-11.425,53.605,-0.01794,USD,91.45,88.2,88.200 - 91.450,NA,NA,NA,-2.39E+08,-7.068,-7.34,-1.82,-7.59,NA,4.05E+07,100.4,5/2/17,88.975,100,12:09pm - <b>88.975</b>,35.37,3.63E+09,72.399,88.23,"bluebird bio, Inc.",90.95,NA,0.31,0.22896,0.00844,-0.11379,1.51555,90.6,4.24,NA,NA,601.213,35.370 - 100.400,6.16E+06,4.08E+07,8.8,NMS,90.64,172707,0.003530454
BMCH,Consumer Services,23.35,500,630612,23.3,600,10.2,0,3.4,0.49,-0.6,7.85,0,USD,23.45,23.1,23.10 - 23.45,NA,NA,NA,1.82E+08,0.46,1.33,0.44,1.61,NA,6.01E+07,23.9,5/2/17,23.3,100,12:09pm - <b>23.30</b>,15.45,1.55E+09,19.9,22.81,"BMC Stock Holdings, Inc.",23.35,50.65,0.53,0.1709,0.0215,-0.0251,0.5081,23.3,2.28,17.52,14.47,0.5,15.45 - 23.90,3.09E+09,6.67E+07,4.17,NMS,25.13,130100,0.003110122
BMRN,Health Care,95.95,100,1109850,95.9,400,16.02,-1.66,8.34,5.83,-6.54,22.5,-0.017,USD,97.6,95.15,95.15 - 97.60,NA,NA,NA,-1.59E+08,-3.81,-0.96,-0.24,-0.31,NA,1.72E+08,102.49,5/2/17,95.95,100,12:09pm - <b>95.95</b>,73.45,1.66E+10,87.61,90.12,BioMarin Pharmaceutical Inc.,96.74,NA,-4.07,0.0952,0.0647,-0.0638,0.3063,97.61,6.09,NA,NA,15.11,73.45 - 102.49,1.12E+09,1.73E+08,6.44,NMS,110.85,530519,0.001265607
BNFT,Technology,30.5,500,248234,30.4,700,-1.11,0.2,1.13,2.67,-14.53,5.9,0.0066,USD,30.55,29.9,29.90 - 30.55,NA,NA,NA,-1.37E+07,-1.15,-0.32,-0.08,0.11,NA,2.25E+07,44.98,5/2/17,30.45,100,12:07pm - <b>30.45</b>,24.55,9.37E+08,29.32,27.78,"Benefitfocus, Inc.",30.45,NA,-4.73,0.0386,0.0961,-0.323,0.2403,30.25,NA,NA,276.82,3.84,24.55 - 44.98,2.43E+08,3.08E+07,10.63,NGM,37,195825,0.001846044
BNSO,Capital Goods,2.58,100,54015,2.53,3800,2.905,0.038,0.282,0.044,-1.702,1.318,0.01514,USD,2.548,2.53,2.530 - 2.548,NA,0,0,4150000,0.734,NaN,0,NA,9/27/06,1.68E+06,4.25,5/2/17,2.548,1.00E+03,12:01pm - <b>2.548</b>,1.23,1.31E+07,2.266,2.504,Bonso Electronics International,2.53,3.471,0,0.12425,0.01745,-0.40047,1.07154,2.51,0.864,NA,NA,0.61,1.230 - 4.250,2.12E+07,5.15E+06,2.35,NCM,0,2263,8.94E-04
BNTC,Health Care,2.52,100,792230,2.46,100,1.58,-0.0063,0.3564,-0.2382,-3.0163,1.2637,-0.002551,USD,2.5799,2.44,2.4400 - 2.5799,NA,NA,NA,-6.90E+06,-1.16,-0.1,0,-0.24,NA,7.05E+06,5.48,5/2/17,2.4637,350,11:41am - <b>2.4637</b>,1.2,2.17E+07,2.1073,2.7019,Benitec Biopharma Limited,2.44,NA,0,0.169137,-0.088147,-0.55042,1.053083,2.47,1.5633,NA,NA,2.9999,1.2000 - 5.4800,7.24E+06,8.79E+06,0.51,NCM,14,5310,-0.001903747
BOBE,Consumer Services,67.33,200,247530,67.26,200,10.98,-0.12,13.67,3.45,-1.65,31.66,-0.0018,USD,68.34,67.09,67.09 - 68.34,3/27/17,1.36,2.04,1.42E+08,0.9,2.28,0.47,2.51,3/9/17,1.96E+07,68.94,5/2/17,67.29,100,12:08pm - <b>67.29</b>,35.63,1.33E+09,53.62,63.84,"Bob Evans Farms, Inc.",67.43,74.35,2.65,0.2549,0.054,-0.0239,0.8886,67.41,6.14,29.51,26.81,0.99,35.63 - 68.94,1.35E+09,1.98E+07,3.85,NMS,65,113331,0.003296799
BOJA,Consumer Services,21.95,700,245882,21.9,1600,5.77,0,2.78,1.77,-0.4,7.4,0,USD,22.15,21.45,21.45 - 22.15,NA,NA,NA,8.35E+07,1,0.93,0.25,1.03,NA,1.76E+07,22.35,5/2/17,21.95,100,12:09pm - <b>21.95</b>,14.55,8.03E+08,19.17,20.18,"Bojangles', Inc.",21.95,21.95,2.71,0.145,0.0876,-0.0179,0.5086,21.95,3.81,23.6,21.31,1.51,14.55 - 22.35,5.32E+08,3.66E+07,3.84,NMS,21.18,83595,0.001077544
BONT,Consumer Services,0.76,200,147436,0.73,100,-1.055,0.0962,-0.4824,0.0373,-1.7238,0.1762,0.145758,USD,0.8,0.66,0.6600 - 0.8000,11/2/15,0,0,1.19E+08,-3.184,-2.34,0,-2.34,10/14/15,8.27E+06,2.48,5/2/17,0.7562,147,12:15pm - <b>0.7562</b>,0.58,1.65E+07,1.2386,0.7189,"The Bon-Ton Stores, Inc.",0.79,NA,0,-0.389472,0.051948,-0.695081,0.303793,0.66,NA,NA,NA,0.0054,0.5800 - 2.4800,2.67E+09,2.18E+07,16.41,NMS,0.5,95428,-0.011515555
BOOM,Capital Goods,14.05,200,37910,13.95,1900,7.555,-0.476,-0.389,0.734,-3.212,4.974,-0.03294,USD,14.75,13.95,13.950 - 14.750,4/17/17,0.08,0.52,4.63E+06,-0.643,0.17,0.15,0.72,3/29/17,1.40E+07,17.186,5/2/17,13.974,100,11:54am - <b>13.974</b>,9,2.06E+08,14.363,13.24,DMC Global Inc.,14.35,NA,4.25,-0.0271,0.05544,-0.18692,0.55267,14.45,1.913,82.2,19.408,1.355,9.000 - 17.186,1.57E+08,1.47E+07,14.33,NMS,15.75,13293,-9.41E-04
BPMC,Health Care,47.97,200,485802,47.84,200,6.43,-0.65,12.81,4.4,-1.01,34.57,-0.0134,USD,48.63,46.85,46.85 - 48.63,NA,NA,NA,-7.10E+07,-2.64,-3.28,-0.76,-4.13,NA,2.65E+07,48.85,5/2/17,47.84,100,12:06pm - <b>47.84</b>,13.27,1.58E+09,35.03,43.44,Blueprint Medicines Corporation,48.49,NA,0,0.3655,0.1012,-0.0207,2.6051,48.49,7.54,NA,NA,57.83,13.27 - 48.85,2.78E+07,3.31E+07,7,NMS,46.71,79419,0.005593568
